message,prediction
Share your views about the future and earn cash rewards! Log in to www.futureexplorer.in and start earning.,phishing
Participate in our future prediction survey and win exciting prizes! Log in to www.futurehorizons.com and get started.,phishing
Earn cash rewards for your opinions on the future! Log in to www.futureviewpoints.in and start earning.,phishing
Get paid for sharing your thoughts about the future! Log in to www.futurethoughts.com and get rewarded.,phishing
Take our future survey and earn rewards! Log in to www.futureviewpoints.in and get started.,phishing
"Log in to www.futurethoughts.com, take our future prediction survey, and earn cash rewards.",phishing
Earn cash by sharing your future insights! Log in to www.futureinsightsurvey.com and start earning today.,phishing
Share your future predictions and get paid! Log in to www.futureprophet.in and start earning cash.,phishing
Participate in our future survey and earn rewards! Log in to www.myfuturequest.com and get started.,phishing
Get paid for your future views! Log in to www.futureviews.com and start earning cash.,phishing
Take our future prediction survey and earn cash rewards! Log in to www.futurestudy.in and get started.,phishing
Log in to www.futurequester.in and share your opinions about the future to win exciting prizes.,phishing
Earn cash for your insights on the future! Log in to www.futureinsightsurvey.in and start earning.,phishing
Take our future survey and get paid! Log in to www.futureexplorer.in and start earning cash.,phishing
Share your thoughts about the future and earn cash rewards! Log in to www.futurehorizons.com and get rewarded.,phishing
Participate in our future prediction survey and win cash prizes! Log in to www.futureseer.com and get started.,phishing
"Log in to www.futureviewsurvey.in, take our future survey, and get cash rewards for your opinions.",phishing
Earn cash by sharing your future views! Log in to www.futurethoughts.com and start earning today.,phishing
Share your future predictions and earn! Log in to www.futureprophet.in and get paid for your insights.,phishing
Participate in our future survey and earn rewards! Log in to www.futureopinions.com and get started.,phishing
Take our future survey and earn cash rewards! Log in to www.futureopinions.in and get started.,phishing
"Uncover your future! Visit www.futurevisions.in, log in, and explore the possibilities that await you.",phishing
Curious about your future? Log in to www.destinyforecaster.com and discover what lies ahead.,phishing
Get insights into your future! Login now at www.futureseer.com and find out what the stars have to say.,phishing
"Unlock your destiny! Visit www.futuregazer.com, log in, and get personalized predictions for your life.",phishing
"Discover what the future holds for you! Visit www.myfutureinsights.com, log in, and get detailed forecasts.",phishing
Want to know your future? Log in to www.futureoracle.in and get answers to your questions.,phishing
"Take our future survey and earn cash rewards! Visit www.futurequester.com, log in, and get started.",phishing
"Log in to www.futurepathfinder.com, participate in our future study, and earn rewards.",phishing
Share your views about the future and earn cash rewards! Log in to www.futureexplorer.in and start earning.,phishing
Participate in our future prediction survey and win exciting prizes! Log in to www.futurehorizons.com and get started.,phishing
 Earn cash rewards for your opinions on the future! Log in to www.futureviewpoints.in and start earning.,phishing
Get paid for sharing your thoughts about the future! Log in to www.futurethoughts.com and get rewarded.,phishing
Take our future survey and earn rewards! Log in to www.futureviewpoints.in and get started.,phishing
"Log in to www.futurethoughts.com, take our future prediction survey, and earn cash rewards.",phishing
Earn cash by sharing your future insights! Log in to www.futureinsightsurvey.com and start earning today.,phishing
Share your future predictions and get paid! Log in to www.futureprophet.in and start earning cash.,phishing
Participate in our future survey and earn rewards! Log in to www.myfuturequest.com and get started.,phishing
Get paid for your future views! Log in to www.futureviews.com and start earning cash.,phishing
Take our future prediction survey and earn cash rewards! Log in to www.futurestudy.in and get started.,phishing
Log in to www.futurequester.in and share your opinions about the future to win exciting prizes.,phishing
Earn cash for your insights on the future! Log in to www.futureinsightsurvey.in and start earning.,phishing
Take our future survey and get paid! Log in to www.futureexplorer.in and start earning cash.,phishing
Share your thoughts about the future and earn cash rewards! Log in to www.futurehorizons.com and get rewarded.,phishing
Participate in our future prediction survey and win cash prizes! Log in to www.futureseer.com and get started.,phishing
"Log in to www.futureviewsurvey.in, take our future survey, and get cash rewards for your opinions.",phishing
Earn cash by sharing your future views! Log in to www.futurethoughts.com and start earning today.,phishing
Share your future predictions and earn! Log in to www.futureprophet.in and get paid for your insights.,phishing
Participate in our future survey and earn rewards! Log in to www.futureopinions.com and get started.,phishing
Take our future survey and earn cash rewards! Log in to www.futureopinions.in and get started.,phishing
"Uncover your future! Visit www.futurevisions.in, log in, and explore the possibilities that await you.",phishing
Curious about your future? Log in to www.destinyforecaster.com and discover what lies ahead.,phishing
Get insights into your future! Login now at www.futureseer.com and find out what the stars have to say.,phishing
"Unlock your destiny! Visit www.futuregazer.com, log in, and get personalized predictions for your life.",phishing
Log in to www.futureprophet.com and get exclusive insights into your future. Don't miss out!,phishing
"Discover what the future holds for you! Visit www.myfutureinsights.com, log in, and get detailed forecasts.",phishing
Want to know your future? Log in to www.futureoracle.in and get answers to your questions.,phishing
"Take our future survey and earn cash rewards! Visit www.futurequester.com, log in, and get started.",phishing
Urgent Action Required: Verify Your Credit Card Details Now! Click here to validate: https://bit.ly/3gVRVfX,phishing
 Protect Your Bank Account: Verify Your Identity Immediately! Click here for verification: https://bit.ly/3kZnRzT,phishing
 Important: Your OTP Verification Required for Secure Banking. Click here to verify: https://bit.ly/3DdC2A4,phishing
" Critical Alert: Your Banking OTP Expired, Renew Now! Click here to renew: https://bit.ly/3jYCg4L",phishing
Government Scheme Alert: Claim Your Benefits Now! Click here to claim: https://bit.ly/3gXTb9a,phishing
 Exclusive Government Offer: Get Free Benefits Today! Click here to avail: https://bit.ly/3k6lt1F,phishing
 Secure Your Documents: Verify Your Cloud Account Now! Click here to verify: https://bit.ly/3AfxOu2,phishing
 Access Your Important Documents Now: Verify Your Cloud Login! Click here for login: https://bit.ly/3Ax3A3r,phishing
 Job Opportunity of a Lifetime: Apply Now! Click here to apply: https://bit.ly/3AK9zei,phishing
Exciting Job Offer: Join Our Growing Team Today! Click here to join: https://bit.ly/3jqAn7H,phishing
Congratulations! You've Won the Lottery Jackpot! Click here to claim: https://bit.ly/3jxJruG,phishing
 Claim Your Lottery Prize Now: Provide Your Details! Click here for details: https://bit.ly/3AsctKm,phishing
 Attention Winner: You've Won a Huge Lottery Prize! Click here to claim: https://bit.ly/3jxHK3i,phishing
 Beware of Fake Government Websites: Verify Authenticity! Click here to verify: https://bit.ly/3gUsz9V,phishing
 Verify Government Schemes: Protect Yourself from Scams! Click here to verify: https://bit.ly/2Vgs9jK,phishing
 Urgent Government Update: Verify Your Schemes Now! Click here to verify: https://bit.ly/2X3rqTl,phishing
 Important Government Notice: Validate Your Scheme Benefits! Click here for validation: https://bit.ly/3Avkxop,phishing
 Secure Your Documents: Avoid Phishing Scams! Click here to secure: https://bit.ly/3DL1TSy,phishing
Protect Your Cloud Account: Verify Your Login Now! Click here to verify: https://bit.ly/2VilcJ3,phishing
 Access Your Important Files: Secure Your Cloud! Click here to secure: https://bit.ly/3Ac0EP2,phishing
Exciting Job Offer: Apply Now and Earn Big! Click here to apply: https://bit.ly/3AlWpBB,phishing
 Exclusive Job Opportunity: Don't Miss Out! Click here to know more: https://bit.ly/3AnfI5V,phishing
 Government Lottery Winner: Claim Your Prize Today! Click here to claim: https://bit.ly/3Ac7tOj,phishing
 Lottery Jackpot Alert: Secure Your Winning Now! Click here to secure: https://bit.ly/3jzZGQe,phishing
Important Lottery Update: Verify Your Claim! Click here for verification: https://bit.ly/2X5Ibwr,phishing
 Beware of Fake Job Offers: Authenticate Job Portals! Click here to authenticate: https://bit.ly/3gVKmXz,phishing
 Secure Your Job Search: Verify Job Offers Now! Click here to verify: https://bit.ly/2VgnBB3,phishing
Beware of Fake Government Emails: Validate Authenticity! Click here to validate: https://bit.ly/2X8r00z,phishing
 Important Government Communication: Verify Your Account! Click here for verification: https://bit.ly/3AlWp6v,phishing
Exclusive Government Scheme: Claim Your Benefits Today! Click here to claim: https://bit.ly/3gUhBKZ,phishing
Authenticate Your Government Benefits: Avoid Scammers! Click here to authenticate: https://bit.ly/3gTJAvj,phishing
 Protect Your Documents: Verify Cloud Access! Click here for verification: https://bit.ly/2X8r2Xr,phishing
 Urgent Cloud Alert: Verify Your Account Immediately! Click here for verification: https://bit.ly/3An1Hwz,phishing
Exciting Job Opportunity: Apply Now and Secure Your Future! Click here to apply: https://bit.ly/3jA3JcZ,phishing
Limited Slots Available: Don't Miss Out on This Job Offer! Click here to know more: https://bit.ly/3AvkRJg,phishing
 Lottery Jackpot Winner: Claim Your Fortune Now! Click here to claim: https://bit.ly/3DnICmT,phishing
 Congratulations! You've Won the Grand Lottery Prize! Click here to claim: https://bit.ly/3Avl07G,phishing
Secure Your Lottery Prize: Verify Your Details! Click here for verification: https://bit.ly/3DmH3eR,phishing
 Fake Government Schemes Uncovered: Verify for Authenticity! Click here to verify: https://bit.ly/3gUhh0N,phishing
Verify Government Websites: Protect Yourself from Phishing! Click here to verify: https://bit.ly/3AxCUwO,phishing
 Important Government Notice: Secure Your Information! Click here for security: https://bit.ly/3jzZj0U,phishing
Job Seeker Beware: Avoid Fake Job Scams! Click here to avoid scams: https://bit.ly/2X72j0J,phishing
 Secure Your Job Application: Verify Employer Details! Click here for verification: https://bit.ly/3jqXYPB,phishing
 Exclusive Job Opportunity: Apply Now for Exciting Benefits! Click here to apply: https://bit.ly/3gWtjQq,phishing
Lottery Winner Alert: Claim Your Reward Now! Click here to claim: https://bit.ly/3gUhiIJ,phishing
 Critical Lottery Update: Secure Your Prize! Click here to secure: https://bit.ly/3jzfLn6,phishing
 Limited Time Lottery Offer: Don't Miss Out! Click here to know more: https://bit.ly/3jqjtyY,phishing
Beware of Fake Government Emails: Authenticate Sources! Click here to authenticate: https://bit.ly/3jqjyIY,phishing
Important Government Communication: Validate Your Account! Click here for validation: https://bit.ly/3gUhhAk,phishing
 Exclusive Government Scheme: Claim Your Benefits Today! Click here to claim: https://bit.ly/3gX8F3w,phishing
 Authenticate Your Government Benefits: Avoid Scammers! Click here to authenticate: https://bit.ly/3Dkzj9n,phishing
 Protect Your Documents: Verify Cloud Access! Click here for verification: https://bit.ly/3AmlyW3,phishing
Urgent Cloud Alert: Verify Your Account Immediately! Click here for verification: https://bit.ly/3gTQFxr,phishing
Exciting Job Opportunity: Apply Now and Secure Your Future! Click here to apply: https://bit.ly/3AvkRJg,phishing
 Limited Slots Available: Don't Miss Out on This Job Offer! Click here to know more: https://bit.ly/3z0l1Z2,phishing
Lottery Jackpot Winner: Claim Your Fortune Now! Click here to claim: https://bit.ly/3Dmeq9b,phishing
Congratulations! You've Won the Grand Lottery Prize! Click here to claim: https://bit.ly/3jG24lM,phishing
 Secure Your Lottery Prize: Verify Your Details! Click here for verification: https://bit.ly/3z1kRGV,phishing
 Fake Government Schemes Uncovered: Verify for Authenticity! Click here to verify: https://bit.ly/3DnIEm1,phishing
 Verify Government Websites: Protect Yourself from Phishing! Click here to verify: https://bit.ly/3An1H1k,phishing
Important Government Notice: Secure Your Information! Click here for security: https://bit.ly/3gUhh4o,phishing
Job Seeker Beware: Avoid Fake Job Scams! Click here to avoid scams: https://bit.ly/3Anv3U9,phishing
 Secure Your Job Application: Verify Employer Details! Click here for verification: https://bit.ly/3zkzOqK,phishing
 Exclusive Job Opportunity: Apply Now for Exciting Benefits! Click here to apply: https://bit.ly/3z1Am0U,phishing
Lottery Winner Alert: Claim Your Reward Now! Click here to claim: https://bit.ly/3jwNWEl,phishing
Critical Lottery Update: Secure Your Prize! Click here to secure: https://bit.ly/3AmWjHz,phishing
 Limited Time Lottery Offer: Don't Miss Out! Click here to know more: https://bit.ly/3jvjgbi,phishing
Beware of Fake Government Emails: Authenticate Sources! Click here to authenticate: https://bit.ly/3jvp6Wu,phishing
 Important Government Communication: Validate Your Account! Click here for validation: https://bit.ly/3DkzjDo,phishing
 Exclusive Government Scheme: Claim Your Benefits Today! Click here to claim: https://bit.ly/3jvp9ui,phishing
 Authenticate Your Government Benefits: Avoid Scammers! Click here to authenticate: https://bit.ly/3zkjBFA,phishing
 Protect Your Documents: Verify Cloud Access! Click here for verification: https://bit.ly/3zkjEh7,phishing
Urgent Cloud Alert: Verify Your Account Immediately! Click here for verification: https://bit.ly/3zkjF6T,phishing
 Exciting Job Opportunity: Apply Now and Secure Your Future! Click here to apply: https://bit.ly/3z1k1Iw,phishing
Limited Slots Available: Don't Miss Out on This Job Offer! Click here to know more: https://bit.ly/3jwPLCw,phishing
 Lottery Jackpot Winner: Claim Your Fortune Now! Click here to claim: https://bit.ly/3jwPQ9B,phishing
 Congratulations! You've Won the Grand Lottery Prize! Click here to claim: https://bit.ly/3jwPTbe,phishing
 Secure Your Lottery Prize: Verify Your Details! Click here for verification: https://bit.ly/3z1k2Ul,phishing
 Fake Government Schemes Uncovered: Verify for Authenticity! Click here to verify: https://bit.ly/3zkjVTv,phishing
 Verify Government Websites: Protect Yourself from Phishing! Click here to verify: https://bit.ly/3zkjX32,phishing
 Important Government Notice: Secure Your Information! Click here for security: https://bit.ly/3z1k4Kr,phishing
 Job Seeker Beware: Avoid Fake Job Scams! Click here to avoid scams: https://bit.ly/3z1k6FF,phishing
 Secure Your Job Application: Verify Employer Details! Click here for verification: https://bit.ly/3z1k7lE,phishing
 Exclusive Job Opportunity: Apply Now for Exciting Benefits! Click here to apply: https://bit.ly/3z1k8Er,phishing
 Lottery Winner Alert: Claim Your Reward Now! Click here to claim: https://bit.ly/3z1k8ZB,phishing
 Critical Lottery Update: Secure Your Prize! Click here to secure: https://bit.ly/3jwyAkr,phishing
 Limited Time Lottery Offer: Don't Miss Out! Click here to know more: https://bit.ly/3z1kb3D,phishing
 Beware of Fake Government Emails: Authenticate Sources! Click here to authenticate: https://bit.ly/3jwyGjF,phishing
 Important Government Communication: Validate Your Account! Click here for validation: https://bit.ly/3jwyGWT,phishing
 Exclusive Government Scheme: Claim Your Benefits Today! Click here to claim: https://bit.ly/3jwyIhx,phishing
 Authenticate Your Government Benefits: Avoid Scammers! Click here to authenticate: https://bit.ly/3jwyKuE,phishing
 Protect Your Documents: Verify Cloud Access! Click here for verification: https://bit.ly/3jwyMkw,phishing
 Urgent Cloud Alert: Verify Your Account Immediately! Click here for verification: https://bit.ly/3jwyTb3,phishing
 Exciting Job Opportunity: Apply Now and Secure Your Future! Click here to apply: https://bit.ly/3jwyYg2,phishing
 Limited Slots Available: Don't Miss Out on This Job Offer! Click here to know more: https://bit.ly/3jwz3Cj,phishing
 Lottery Jackpot Winner: Claim Your Fortune Now! Click here to claim: https://bit.ly/3jwz67t,phishing
 Congratulations! You've Won the Grand Lottery Prize! Click here to claim: https://bit.ly/3jwz8T0,phishing
 Secure Your Lottery Prize: Verify Your Details! Click here for verification: https://bit.ly/3jwzbbu,phishing
 Fake Government Schemes Uncovered: Verify for Authenticity! Click here to verify: https://bit.ly/3jwzeJ3,phishing
 Verify Government Websites: Protect Yourself from Phishing! Click here to verify: https://bit.ly/3jwzgjt,phishing
Important Update: Verify Your Banking Information Now! Click here to secure your account: https://bit.ly/3kRTMty,phishing
 Urgent Action Required: Confirm Your Credit Card Details! Click here to avoid account suspension: https://bit.ly/3kSgAPw,phishing
Critical Document Alert: Verify Your Aadhar Card Immediately! Click here for verification: https://bit.ly/3kTXpDR,phishing
Exclusive Job Opportunity: Apply Now and Earn Great Benefits! Click here to apply: https://bit.ly/3kSTwRQ,phishing
Lottery Winner Notification: Claim Your Prize Today! Click here to claim: https://bit.ly/3kSTXZ7,phishing
Beware of Fake Government Websites: Authenticate Sources Now! Click here to authenticate: https://bit.ly/3kRTSje,phishing
Secure Your Cloud Documents: Verify Access Today! Click here for verification: https://bit.ly/3kTXE7E,phishing
"Dear Customer

Mr. Sumit Won Rs. 1,17,00,000 (1.17 Crore) on Junglee Rummy.

Rs. 8850* Special Bonus

Win Now: http://gmg.im/ibsQAJ Optout sms JR to 56161",phishing
"Dear Player,
Rs.10,000* is credited to your RummyTime a/c
Ref Id: RT313XX
Download the app & make your 1st deposit now - http://gmg.im/esJpMS
T&C Apply",phishing
Job Seeker Alert: Avoid Job Scams! Click here for tips: https://bit.ly/3kRTXyR,phishing
Exciting Lottery Opportunity: Win Big Today! Click here to participate: https://bit.ly/3kRTXyR,phishing
"Package of 2 Postpaid connections, 350+ TV channels, Amazon Prime & Disney+ Hotstar are now YOURS at just Rs 799!

Just add Airtel Xstream TV to your Postpaid plan today! i.airtel.in/PPRestbase",promotional
"Dear 99982817XX

Rs. 8850* Special Welcome Bonus.

Win upto Rs. 2,50,00,000* Junglee Rummy.

Click http://gmg.im/bK9uAR Optout sms JR to 56161",promotional
"IND vs WI ODI match is LIVE!

Rs.30 lacs in Winnings on Howzat!

Join before 07.00 pm, today. Play Now: http://gmg.im/kQK5Fb",promotional
"Mr. Vijay won Rs. 1,00,00,000.

Play on RummyCircle & Win daily.
Get welcome Bonus of Rs.10000. Optout sms RCOUT to 56161.
Click: http://gmg.im/e6Iqf2 -RUMGAME",promotional
DoT is celebrating Bharat Internet Utsav! Share your life changing internet story in a video & win prizes https://innovateindia.mygov.in/bharat-internet-utsav/,promotional
"Mrs. Komal Received Rs. 60,000* by activating Mobikwik Zip.

Get Rs. 60,000* credited to your Mobikwik account.

Install http://1kx.in/HxqIqX -MobiKwik",promotional
"Dear Customer, Axis Bank never asks you to download Axis Mobile app via APK files. Any such request is fraudulent. Read more tips at axbk.io/iO3orC50O",promotional
"New Offline & Online Batch from 24 JULY

PYTHON @7:15 AM
Link:zoom.us/j/82420194321
by SatishGupta

CORE JAVA@9AM
Link:zoom.us/j/88580800572
by 
-
Naresh IT",promotional
"Chaudhari, mind-blowing styles for you!
Get Min. 50% Off on trendy picks from Levi's & MANGO

Shop now @ Myntra's Fashion Haul Sale
smsd.in/oj2A7Bct",promotional
"Hi BFF! Nykaa's Hot Pink Sale is LIVE!

Get UPTO 50% OFF on EVERYTHING at the #HottestSaleOfTheYear!

GO: ct3.io/23PPGPa",promotional
"4 Postpaid connections, 200 Mbps WiFi, 15+OTTs, are YOURS! Plans starting at 799! 

Switch to Airtel Black today! i.airtel.in/Exclusive
",promotional
"Mr. Vijay won Rs. 1,00,00,000.

Play on RummyCircle & Win daily.
Get welcome Bonus of Rs.2000. Optout sms RCOUT to 56161.
Click: http://gmg.im/esgY6R -RUMGAME",promotional
"Chaudhari, get Min 50% Off on Snitch, Forever 21 & more
From FWD 
Shop now @ Myntra's Insider Private Party
1kx.in/jOYhYK",promotional
"Chaudhari, get Flat 15% Off on H&M, Tommy Hilfiger, Forever 21, & more 
Use GLOBAL15 @ Myntra's Insiders Private Party
1kx.in/HcWLoi",promotional
"Dear 99982817XX

Rs. 8850* Special Welcome Bonus.

Win upto Rs. 2,50,00,000* Junglee Rummy.

Click http://gmg.im/e50CES Optout sms JR to 56161",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"4 Postpaid connections, 200 Mbps WiFi, 15+OTTs, are YOURS! Plans starting at 799! 

Switch to Airtel Black today! i.airtel.in/Exclusive
",promotional
"Chaudhari, get 15% Off + Myntra Gift Voucher worth Rs.1000 
With Kotak Myntra Credit Card 
Shop @ Myntra's Insider Private Party
1kx.in/ygXNZG",promotional
"Chaudhari, the party is on!
Get Min 50% Off on Levi's, H&M & More
Shop now @ Myntra's Insider Private Party
1kx.in/iwebRD",promotional
"Get Up To 1.5x returns on Anouk, Chemistry brand vouchers & more
Shop with your SuperCoins
Redeem now @ Myntra's Insider Private Party
1kx.in/Hh7fuq",promotional
"Package of 2 Postpaid connections, 350+ TV channels, Amazon Prime & Disney+ Hotstar are now YOURS at just Rs 799!

Just add Airtel Xstream TV to your Postpaid plan today! i.airtel.in/PPRestbase",promotional
"Chaudhari, the Insider Private Party starts @ midnight
Get Extra 15% Off on H&M, USPA, Mango & more
Plus free gifts on MAC
Wishlist @ Myntra
1kx.in/yyqme9",promotional
"Mr. Ajay Received Rs. 60,000* by activating Mobikwik Zip.

Get Rs. 60,000* credited to your Mobikwik account. 

Install http://1kx.in/jr4ENp -MobiKwik",promotional
"UNBEATABLE STEAL DEALS are now LIVE!
Hurry, get a chance to access 18+ OTTs on Airtel Xstream play for FREE! To know more about the assured offers, visit Airtel Thanks App, tnc apply open.airtelxstream.in/e/PPXEF3",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Package of 2 Postpaid connections, 350+ TV channels, Amazon Prime & Disney+ Hotstar are now YOURS at just Rs 799!

Just add Airtel Xstream TV to your Postpaid plan today! i.airtel.in/PPRestbase",promotional
"4 Postpaid connections, 200 Mbps WiFi, 15+OTTs, are YOURS! Plans starting at 799! 

Switch to Airtel Black today! i.airtel.in/Exclusive
",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Report complaints related to cyber crime only at National Cyber Crime Reporting Portal. 
(https://cybercrime.gov.in) of MHA",promotional
"We are committed to make your experience beautiful with Airtel. For any assistance, please contact our team of expert advisors by dialing 198/121 from your Airtel number. In case if you are not satisfied with the resolution provided by the call centre, you can contact the Appellate authority on the same number.",promotional
Never respond to emails/embedded links in messages/calls asking you to update or verify KYC documents/User ID/Password/Debit Card Number/PIN/CVV/OTP etc. Immediately change your passwords/CVV/PIN if you have accidentally revealed your credentials.,promotional
"Package of 2 Postpaid connections, 350+ TV channels, Amazon Prime & Disney+ Hotstar are now YOURS at just Rs 799!

Just add Airtel Xstream TV to your Postpaid plan today! i.airtel.in/PPRestbase",promotional
"Package of 4 Postpaid SIMs, 200 Mbps WiFi, and 15+ OTTs for just Rs 1799! 
Add Airtel Xstream Fiber to your Postpaid today! i.airtel.in/Exclusive
",promotional
"Chaudhari, explore specially curated western wear styles
Starting Rs.299 from Hersheinbox & more
Shop @ Myntra's Fashion Haul Sale
smsd.in/nk7QwmLz",promotional
"Chaudhari, use your 3 SuperCoins now
And redeem them for exciting brand vouchers
Shop now @ Myntra
smsd.in/ngQC1BDn",promotional
"Package of 2 Postpaid connections, 350+ TV channels, Amazon Prime & Disney+ Hotstar are now YOURS at just Rs 799!

Just add Airtel Xstream TV to your Postpaid plan today! i.airtel.in/PPRestbase",promotional
"Report complaints related to cyber crime only at National Cyber Crime Reporting Portal. 
(https://cybercrime.gov.in) of MHA",promotional
"We are committed to make your experience beautiful with Airtel. For any assistance, please contact our team of expert advisors by dialing 198/121 from your Airtel number. In case if you are not satisfied with the resolution provided by the call centre, you can contact the Appellate authority on the same number.",promotional
"Package of 4 Postpaid SIMs, 200 Mbps WiFi, and 15+ OTTs for just Rs 1799! 
Add Airtel Xstream Fiber to your Postpaid today! i.airtel.in/Exclusive
",promotional
Axis Bank is 'Dil se Open' to hear your feedback on your recent branch visit for a service request. Click on this short survey  https://ccm.axbk.in/s/LH230Ksk,promotional
"Say Yes to Life, No to drugs. Show your resolve to take e-pledge at the following link by visiting my.gov.in website. https://pledge.mygov.in/fightagainstdrugabuse/ Narcotics Control Bureau, Ahmedabad Zonal Unit, Ahmedabad, Gujarat.",promotional
Axis Bank is 'Dil se Open' to hear your feedback on your first Debit Card transaction. Click on this short survey  https://ccm.axbk.in/s/IEXc6Jxk,promotional
"Welcome to Axis Mobile! Current txn limit of INR 30,000 will be upgraded to INR 2 Lakhs after 5 days. Limit can be enhanced upto INR 20 Lakhs - Axis Bank",promotional
"Welcome to Axis Mobile! Current txn limit of INR 30,000 will be upgraded to INR 2 Lakhs after 5 days. Limit can be enhanced upto INR 20 Lakhs - Axis Bank",promotional
"Welcome to Axis Mobile! Current txn limit of INR 30,000 will be upgraded to INR 2 Lakhs after 5 days. Limit can be enhanced upto INR 20 Lakhs - Axis Bank",promotional
"Welcome to Axis Mobile! Current txn limit of INR 30,000 will be upgraded to INR 2 Lakhs after 5 days. Limit can be enhanced upto INR 20 Lakhs - Axis Bank",promotional
"Welcome to Axis Mobile! Current txn limit of INR 30,000 will be upgraded to INR 2 Lakhs after 5 days. Limit can be enhanced upto INR 20 Lakhs - Axis Bank",promotional
"Chaudhari, bring all your faves home
Buy 1, Get 4 Free | Shop now
Myntra's End Of Reason Sale ends tonight
smsd.in/mH4NuwjB",promotional
"Chaudhari, slay in stylish fits
Get Min. 80% Off on western wear from PlusS, Kassually & more
Myntra's End Of Reason Sale ends tomorrow
smsd.in/mFmT3B8d",promotional
"Chaudhari, it's time to up your style
Get Min. 70% Off on trendsetting picks from Roadster
Myntra's End Of Reason Sale ends on June 11
smsd.in/m9cQXqZJ",promotional
"Turn your TV to a Smart TV!
Just add Airtel Xstream TV to your Postpaid plan & enjoy 2 Postpaid SIMs, 350+ TV channels, & 15+ OTTs at just Rs 799! i.airtel.in/PPRestbase",promotional
"Package of 4 Postpaid SIMs, 200 Mbps WiFi, and 15+ OTTs for just Rs 1799! 
Add Airtel Xstream Fiber to your Postpaid today! i.airtel.in/Exclusive
",promotional
"Bring all your faves home!
Buy 1, Get 4 Free | Shop now
Free Shipping @ Myntra's End Of Reason Sale
1kx.in/mkH22W",promotional
Axis Bank is 'Dil se Open' to hear your feedback on opening your Savings Account. Click on this short survey  https://ccm.axbk.in/s/9cN481Jl,promotional
"Chaudhari, get Extra 12% Off on Nike, Vero Moda, Levi's & more
Shop now @ Myntra's End Of Reason Sale
1kx.in/yCQCxM",promotional
"Chaudhari, use your 3 SuperCoins now
And redeem them for exciting brand vouchers
Shop now @ Myntra's End Of Reason Sale
smsd.in/my3V40cT",promotional
"Chaudhari, get Flat 10% + Up To Extra 30% Off on top styles from H&M & more
Only for Insiders
Shop now @ Myntra's End Of Reason Sale
smsd.in/mx00W7jz",promotional
"Chaudhari, get Extra 12% Off on Nike, Vero Moda, Levi's & more
Shop now @ Myntra's End Of Reason Sale
smsd.in/mr1tllzF",promotional
"Chaudhari, get 10% Off on top brands Skechers, Dressberry & more
Use Code: INSIDERSELECT10
Shop Now @ Myntra's End Of Reason Sale
smsd.in/mnypKCEt",promotional
"Turn your TV to a Smart TV!
Just add Airtel Xstream TV to your Postpaid plan & enjoy 2 Postpaid SIMs, 350+ TV channels, & 15+ OTTs at just Rs 799! i.airtel.in/PPRestbase",promotional
"Chaudhari, get Extra 12% Off on Nike, Vero Moda, Levi's & more
Shop now @ Myntra's End Of Reason Sale
1kx.in/HajUbC",promotional
"Chaudhari, missed Insider's Early Access?
Don't worry! Get Extra 10% Off on H&M, MAC & more
Shop now @ Myntra's End Of Reason Sale
1kx.in/ccSDvT",promotional
The person you were calling is now available to receive calls. Click here to call them back i.airtel.in/RMCAAlrt,promotional
"Alert: On receiving any unwanted SMS, please complain by calling 1909 or send SMS to 1909 in format 'SMS Content, Sender No, dd/mm/yy' or visit bit.ly/2qBK0vp to report through Airtel Thanks App.",promotional
"Chaudhari, get more, pay less!
Buy 1, Get 4 Free @ Myntra | Bring all your faves home
Shop now @ Myntra's End Of Reason Sale
1kx.in/r5WoAb",promotional
"Early Access ends at midnight!
Get Extra Upto 17% Off on Mango, H&M & more
Shop now @ Myntra's End Of Reason Sale
1kx.in/jG6uh2",promotional
"Chaudhari, Early Access starts in 1 day
Get Up To Extra 30% Off | Pay with SuperCoins
Wishlist now @ Myntra's End Of Reason Sale
1kx.in/jJUa8e",promotional
"Chaudhari, Sale starts on May 31 for Insiders
Get Extra 25% Off on HRX, Bebe & more
Wishlist now @ Myntra's End Of Reason Sale
1kx.in/mRWSyU",promotional
"Chaudhari Feni, start shopping for Rs.1500 or more per month 
And get SuperCoins as bonus
Pay with them @ Myntra's End Of Reason Sale
1kx.in/38YjYu",promotional
"Chaudhari, save the most on Myntra's End Of Reason Sale
Insiders get Up To Extra 30% Off above sale prices & more deals
Wishlist now
1kx.in/jbxfB5",promotional
"Chaudhari, save the most on Myntra's End Of Reason Sale
Insiders get Up To Extra 30% Off above sale prices & more deals
Wishlist now
1kx.in/rS1rwM",promotional
"Turn your TV to a Smart TV!
Just add Airtel Xstream TV to your Postpaid plan & enjoy 2 Postpaid SIMs, 350+ TV channels, & 15+ OTTs at just Rs 799! i.airtel.in/PPRestbase",promotional
